train_stop_id,trip_id,stop_sequence,stop_id,arrival_time,departure_time,no_exit,no_entry,border_control,stop_name,stop_country,stop_timezone,stop_lat,stop_lon,location_type,stop_name_romanized,stop_name_alt,stop_cityname,stop_cityname_romanized,stop_cityname_alt,stop_tariffname,stop_charge,stop_uic_code,stop_code,stop_region,route_id,agency_id,trip_origin,origin_departure_time,trip_headsign,destination_arrival_time,trip_short_name,direction_id,version,countries,is_active,irregularities,service_id,classes,connections,catering,plugs,wheelchair_accessible,bikes_allowed,car_transport,duration,distance,emissions_co2e,co2_per_km,via,,agency_id_route,agency_1,agency_2,agency_3,route_short_name,route_long_name,route_desc,route_type,version_route,is_active_route,origin_trip_0,destination_trip_0,distance_route,emissions,classes_route,countries_route,source,source_interrail,picture,emissions_relation
BDŽ 9646:18,BDŽ 9646,18,Gorna Oryahovitsa,1899-12-30T01:15:00.000Z,1899-12-30T01:43:00.000Z,0,0,,Горна Оряховица,BG,EET,43.140051,25.681732,1,Gorna Oryahovitsa,,,,,,,,,,135.0,BDŽ,Silistra,1899-12-30T18:20:00.000Z,Sofia,1899-12-30T05:46:00.000Z,9646,0.0,,BG,Y,"Train runs only to Gorna Orjahovica but with 1 couchette through coach to Sofia, not indicated in the official timetable",Daily,couchette,,0,1,2,2,2,1899-12-30T11:26:00.000Z,605,12.4,20.495867768595044,Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo,Sofia Sever,BDŽ,BDŽ,,,9646 = 9647,,9646: Silistra - Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo - Sofia // 9647: Sofia - Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni - Silistra,2,,Y,Silistra,Sofia,605,12.4,couchette,BG,https://razpisanie.bdz.bg/en,,,1:19
BDŽ 9646:19,BDŽ 9646,19,Zverino,1899-12-30T04:28:00.000Z,1899-12-30T04:29:00.000Z,0,0,,Зверино,BG,EET,43.082029,23.5607939,1,Zverino,,,,,,,,,,135.0,BDŽ,Silistra,1899-12-30T18:20:00.000Z,Sofia,1899-12-30T05:46:00.000Z,9646,0.0,,BG,Y,"Train runs only to Gorna Orjahovica but with 1 couchette through coach to Sofia, not indicated in the official timetable",Daily,couchette,,0,1,2,2,2,1899-12-30T11:26:00.000Z,605,12.4,20.495867768595044,Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo,Sofia Sever,BDŽ,BDŽ,,,9646 = 9647,,9646: Silistra - Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo - Sofia // 9647: Sofia - Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni - Silistra,2,,Y,Silistra,Sofia,605,12.4,couchette,BG,https://razpisanie.bdz.bg/en,,,1:19
BDŽ 9646:20,BDŽ 9646,20,Lakatnik,1899-12-30T04:49:00.000Z,1899-12-30T04:50:00.000Z,0,0,,Лакатник,BG,EET,43.0531538,23.4090687,1,Lakatnik,,,,,,,,,,135.0,BDŽ,Silistra,1899-12-30T18:20:00.000Z,Sofia,1899-12-30T05:46:00.000Z,9646,0.0,,BG,Y,"Train runs only to Gorna Orjahovica but with 1 couchette through coach to Sofia, not indicated in the official timetable",Daily,couchette,,0,1,2,2,2,1899-12-30T11:26:00.000Z,605,12.4,20.495867768595044,Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo,Sofia Sever,BDŽ,BDŽ,,,9646 = 9647,,9646: Silistra - Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo - Sofia // 9647: Sofia - Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni - Silistra,2,,Y,Silistra,Sofia,605,12.4,couchette,BG,https://razpisanie.bdz.bg/en,,,1:19
BDŽ 9646:21,BDŽ 9646,21,Svoge,1899-12-30T05:07:00.000Z,1899-12-30T05:08:00.000Z,0,0,,Своге,BG,EET,42.9634069,23.3432856,1,Svoge,,,,,,,,,,135.0,BDŽ,Silistra,1899-12-30T18:20:00.000Z,Sofia,1899-12-30T05:46:00.000Z,9646,0.0,,BG,Y,"Train runs only to Gorna Orjahovica but with 1 couchette through coach to Sofia, not indicated in the official timetable",Daily,couchette,,0,1,2,2,2,1899-12-30T11:26:00.000Z,605,12.4,20.495867768595044,Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo,Sofia Sever,BDŽ,BDŽ,,,9646 = 9647,,9646: Silistra - Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo - Sofia // 9647: Sofia - Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni - Silistra,2,,Y,Silistra,Sofia,605,12.4,couchette,BG,https://razpisanie.bdz.bg/en,,,1:19
BDŽ 9646:22,BDŽ 9646,22,Kurilo,1899-12-30T05:28:00.000Z,1899-12-30T05:29:00.000Z,0,0,,Курило,BG,EET,42.822197,23.3541368,1,Kurilo,,,,,,,,,,135.0,BDŽ,Silistra,1899-12-30T18:20:00.000Z,Sofia,1899-12-30T05:46:00.000Z,9646,0.0,,BG,Y,"Train runs only to Gorna Orjahovica but with 1 couchette through coach to Sofia, not indicated in the official timetable",Daily,couchette,,0,1,2,2,2,1899-12-30T11:26:00.000Z,605,12.4,20.495867768595044,Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo,Sofia Sever,BDŽ,BDŽ,,,9646 = 9647,,9646: Silistra - Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo - Sofia // 9647: Sofia - Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni - Silistra,2,,Y,Silistra,Sofia,605,12.4,couchette,BG,https://razpisanie.bdz.bg/en,,,1:19
BDŽ 9646:23,BDŽ 9646,23,Sofia Sever,1899-12-30T05:41:00.000Z,1899-12-30T05:42:00.000Z,0,0,,София Север,BG,EET,42.72677,23.316502,1,Sofia Sever,,,,,,,,,,135.0,BDŽ,Silistra,1899-12-30T18:20:00.000Z,Sofia,1899-12-30T05:46:00.000Z,9646,0.0,,BG,Y,"Train runs only to Gorna Orjahovica but with 1 couchette through coach to Sofia, not indicated in the official timetable",Daily,couchette,,0,1,2,2,2,1899-12-30T11:26:00.000Z,605,12.4,20.495867768595044,Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo,Sofia Sever,BDŽ,BDŽ,,,9646 = 9647,,9646: Silistra - Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo - Sofia // 9647: Sofia - Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni - Silistra,2,,Y,Silistra,Sofia,605,12.4,couchette,BG,https://razpisanie.bdz.bg/en,,,1:19
BDŽ 9646:99,BDŽ 9646,99,Sofia,1899-12-30T05:46:00.000Z,,0,0,,София,BG,EET,42.712209,23.321039,1,Sofia,,София,Sofia,,,"44,46 €",,,,135.0,BDŽ,Silistra,1899-12-30T18:20:00.000Z,Sofia,1899-12-30T05:46:00.000Z,9646,0.0,,BG,Y,"Train runs only to Gorna Orjahovica but with 1 couchette through coach to Sofia, not indicated in the official timetable",Daily,couchette,,0,1,2,2,2,1899-12-30T11:26:00.000Z,605,12.4,20.495867768595044,Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo,Sofia Sever,BDŽ,BDŽ,,,9646 = 9647,,9646: Silistra - Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo - Sofia // 9647: Sofia - Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni - Silistra,2,,Y,Silistra,Sofia,605,12.4,couchette,BG,https://razpisanie.bdz.bg/en,,,1:19
BDŽ 9646:,BDŽ 9646,,Ruse Tovarna,1899-12-30T23:02:00.000Z,1899-12-30T23:02:00.000Z,0,0,,Русе Товарна,BG,EET,43.8543267183392,25.977647316332,1,Ruse Tovarna,,Русе,Ruse,,,,,,,135.0,BDŽ,Silistra,1899-12-30T18:20:00.000Z,Sofia,1899-12-30T05:46:00.000Z,9646,0.0,,BG,Y,"Train runs only to Gorna Orjahovica but with 1 couchette through coach to Sofia, not indicated in the official timetable",Daily,couchette,,0,1,2,2,2,1899-12-30T11:26:00.000Z,605,12.4,20.495867768595044,Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo,Sofia Sever,BDŽ,BDŽ,,,9646 = 9647,,9646: Silistra - Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo - Sofia // 9647: Sofia - Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni - Silistra,2,,Y,Silistra,Sofia,605,12.4,couchette,BG,https://razpisanie.bdz.bg/en,,,1:19
BDŽ 9647:0,BDŽ 9647,0,Sofia,,1899-12-30T20:10:00.000Z,0,0,,София,BG,EET,42.712209,23.321039,1,Sofia,,София,Sofia,,,"44,46 €",,,,135.0,BDŽ,Sofia,1899-12-30T20:10:00.000Z,Silistra,1899-12-30T07:20:00.000Z,9647,1.0,,BG,Y,"Train runs only to Gorna Orjahovica but with 1 couchette through coach to Silistra, not indicated in the official timetable",Daily,couchette,,0,1,2,2,2,1899-12-30T11:10:00.000Z,605,12.4,20.495867768595044,Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni,Gorna Oryahovitsa,BDŽ,BDŽ,,,9646 = 9647,,9646: Silistra - Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo - Sofia // 9647: Sofia - Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni - Silistra,2,,Y,Silistra,Sofia,605,12.4,couchette,BG,https://razpisanie.bdz.bg/en,,,1:19
BDŽ 9647:1,BDŽ 9647,1,Sofia Sever,1899-12-30T20:15:00.000Z,1899-12-30T20:16:00.000Z,0,0,,София Север,BG,EET,42.72677,23.316502,1,Sofia Sever,,,,,,,,,,135.0,BDŽ,Sofia,1899-12-30T20:10:00.000Z,Silistra,1899-12-30T07:20:00.000Z,9647,1.0,,BG,Y,"Train runs only to Gorna Orjahovica but with 1 couchette through coach to Silistra, not indicated in the official timetable",Daily,couchette,,0,1,2,2,2,1899-12-30T11:10:00.000Z,605,12.4,20.495867768595044,Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni,Gorna Oryahovitsa,BDŽ,BDŽ,,,9646 = 9647,,9646: Silistra - Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo - Sofia // 9647: Sofia - Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni - Silistra,2,,Y,Silistra,Sofia,605,12.4,couchette,BG,https://razpisanie.bdz.bg/en,,,1:19
BDŽ 9647:3,BDŽ 9647,3,Kurilo,1899-12-30T20:27:00.000Z,1899-12-30T20:28:00.000Z,0,0,,Курило,BG,EET,42.822197,23.3541368,1,Kurilo,,,,,,,,,,135.0,BDŽ,Sofia,1899-12-30T20:10:00.000Z,Silistra,1899-12-30T07:20:00.000Z,9647,1.0,,BG,Y,"Train runs only to Gorna Orjahovica but with 1 couchette through coach to Silistra, not indicated in the official timetable",Daily,couchette,,0,1,2,2,2,1899-12-30T11:10:00.000Z,605,12.4,20.495867768595044,Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni,Gorna Oryahovitsa,BDŽ,BDŽ,,,9646 = 9647,,9646: Silistra - Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo - Sofia // 9647: Sofia - Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni - Silistra,2,,Y,Silistra,Sofia,605,12.4,couchette,BG,https://razpisanie.bdz.bg/en,,,1:19
BDŽ 9647:7,BDŽ 9647,4,Rebrovo,1899-12-30T20:44:00.000Z,1899-12-30T20:45:00.000Z,0,0,,Реброво,BG,EET,42.897282,23.3901459,1,Rebrovo,,,,,,,,,,135.0,BDŽ,Sofia,1899-12-30T20:10:00.000Z,Silistra,1899-12-30T07:20:00.000Z,9647,1.0,,BG,Y,"Train runs only to Gorna Orjahovica but with 1 couchette through coach to Silistra, not indicated in the official timetable",Daily,couchette,,0,1,2,2,2,1899-12-30T11:10:00.000Z,605,12.4,20.495867768595044,Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni,Gorna Oryahovitsa,BDŽ,BDŽ,,,9646 = 9647,,9646: Silistra - Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo - Sofia // 9647: Sofia - Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni - Silistra,2,,Y,Silistra,Sofia,605,12.4,couchette,BG,https://razpisanie.bdz.bg/en,,,1:19
BDŽ 9647:9,BDŽ 9647,5,Svoge,1899-12-30T20:57:00.000Z,1899-12-30T20:58:00.000Z,0,0,,Своге,BG,EET,42.9634069,23.3432856,1,Svoge,,,,,,,,,,135.0,BDŽ,Sofia,1899-12-30T20:10:00.000Z,Silistra,1899-12-30T07:20:00.000Z,9647,1.0,,BG,Y,"Train runs only to Gorna Orjahovica but with 1 couchette through coach to Silistra, not indicated in the official timetable",Daily,couchette,,0,1,2,2,2,1899-12-30T11:10:00.000Z,605,12.4,20.495867768595044,Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni,Gorna Oryahovitsa,BDŽ,BDŽ,,,9646 = 9647,,9646: Silistra - Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo - Sofia // 9647: Sofia - Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni - Silistra,2,,Y,Silistra,Sofia,605,12.4,couchette,BG,https://razpisanie.bdz.bg/en,,,1:19
BDŽ 9647:13,BDŽ 9647,6,Lakatnik,1899-12-30T21:21:00.000Z,1899-12-30T21:22:00.000Z,0,0,,Лакатник,BG,EET,43.0531538,23.4090687,1,Lakatnik,,,,,,,,,,135.0,BDŽ,Sofia,1899-12-30T20:10:00.000Z,Silistra,1899-12-30T07:20:00.000Z,9647,1.0,,BG,Y,"Train runs only to Gorna Orjahovica but with 1 couchette through coach to Silistra, not indicated in the official timetable",Daily,couchette,,0,1,2,2,2,1899-12-30T11:10:00.000Z,605,12.4,20.495867768595044,Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni,Gorna Oryahovitsa,BDŽ,BDŽ,,,9646 = 9647,,9646: Silistra - Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo - Sofia // 9647: Sofia - Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni - Silistra,2,,Y,Silistra,Sofia,605,12.4,couchette,BG,https://razpisanie.bdz.bg/en,,,1:19
BDŽ 9647:14,BDŽ 9647,7,Zverino,1899-12-30T21:41:00.000Z,1899-12-30T21:42:00.000Z,0,0,,Зверино,BG,EET,43.082029,23.5607939,1,Zverino,,,,,,,,,,135.0,BDŽ,Sofia,1899-12-30T20:10:00.000Z,Silistra,1899-12-30T07:20:00.000Z,9647,1.0,,BG,Y,"Train runs only to Gorna Orjahovica but with 1 couchette through coach to Silistra, not indicated in the official timetable",Daily,couchette,,0,1,2,2,2,1899-12-30T11:10:00.000Z,605,12.4,20.495867768595044,Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni,Gorna Oryahovitsa,BDŽ,BDŽ,,,9646 = 9647,,9646: Silistra - Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo - Sofia // 9647: Sofia - Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni - Silistra,2,,Y,Silistra,Sofia,605,12.4,couchette,BG,https://razpisanie.bdz.bg/en,,,1:19
BDŽ 9647:15,BDŽ 9647,8,Mezdra,1899-12-30T21:58:00.000Z,1899-12-30T21:59:00.000Z,0,0,,Мездра,BG,EET,43.1423126035397,23.7148737479571,1,Mezdra,,Мездра,Mezdra,,,"44,46 €",,,,135.0,BDŽ,Sofia,1899-12-30T20:10:00.000Z,Silistra,1899-12-30T07:20:00.000Z,9647,1.0,,BG,Y,"Train runs only to Gorna Orjahovica but with 1 couchette through coach to Silistra, not indicated in the official timetable",Daily,couchette,,0,1,2,2,2,1899-12-30T11:10:00.000Z,605,12.4,20.495867768595044,Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni,Gorna Oryahovitsa,BDŽ,BDŽ,,,9646 = 9647,,9646: Silistra - Alfatar - Dulovo - Todorovo - Isperih - Samuil - Razgrad - Senovo - Vetovo - Yastrebovo - Ruse Razpredelitel - Ruse - Ivanovo - Dve Mogili - Borovo - Byala - Polski Trambesh - Petko Karavelovo - Gorna Oryahovitsa - Zverino - Lakatnik - Svoge - Kurilo - Sofia // 9647: Sofia - Sofia Sever - Kumarica - Kurilo - Romcha - Vlado Trickov - Lukovo - Rebrovo - Tompsan - Svoge - Gelen - Cerovo - Bov - Lakatnik - Zverino - Mezdra - Roman - Cherven Bryag - Telish - Dolni Dabnik - Pleven - Levski - Pavlikeni - Silistra,2,,Y,Silistra,Sofia,605,12.4,couchette,BG,https://razpisanie.bdz.bg/en,,,1:19
