train_stop_id,trip_id,stop_sequence,stop_id,arrival_time,departure_time,no_exit,no_entry,border_control,stop_name,stop_country,stop_timezone,stop_lat,stop_lon,location_type,stop_name_romanized,stop_name_alt,stop_cityname,stop_cityname_romanized,stop_cityname_alt,stop_tariffname,stop_charge,stop_uic_code,stop_code,stop_region,route_id,agency_id,trip_origin,origin_departure_time,trip_headsign,destination_arrival_time,trip_short_name,direction_id,version,countries,is_active,irregularities,service_id,classes,connections,catering,plugs,wheelchair_accessible,bikes_allowed,car_transport,duration,distance,emissions_co2e,co2_per_km,via,,agency_id_route,agency_1,agency_2,agency_3,route_short_name,route_long_name,route_desc,route_type,version_route,is_active_route,origin_trip_0,destination_trip_0,distance_route,emissions,classes_route,countries_route,source,source_interrail,picture,emissions_relation
MÁV/ÖBB EN 40467:99,MÁV/ÖBB EN 40467,99,Budapest Keleti,1899-12-30T09:19:00.000Z,,,,,Budapest Keleti,HU,CET,47.5005944491753,19.0842564299295,1,,,Budapest,Budapest,,,"44,46 €",,,,74.0,MÁV/ÖBB,Zürich HB,1899-12-30T20:40:00.000Z,Budapest Keleti,1899-12-30T09:19:00.000Z,EN 40467,1.0,,"AT, CH, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T12:39:00.000Z,1083,,,Buchs (SG) - Feldkirch - Bludenz - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 40462 = EN 40467,Kálmán Imre,EN 40462: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Bludenz - Feldkirch - Buchs (SG) - Zürich HB // EN 40467: Zürich HB - Buchs (SG) - Feldkirch - Bludenz - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Zürich,1083,,"seat, couchette, sleeper","AT, CH, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50237:0,MÁV/ÖBB EN 50237,0,Budapest Keleti,,1899-12-30T20:40:00.000Z,,,,Budapest Keleti,HU,CET,47.5005944491753,19.0842564299295,1,,,Budapest,Budapest,,,"44,46 €",,,,54.0,MÁV/ÖBB,Budapest Keleti,1899-12-30T20:40:00.000Z,Stuttgart Hbf,1899-12-30T08:38:00.000Z,EN 50237,0.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T11:58:00.000Z,966,,,Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50237:1,MÁV/ÖBB EN 50237,1,Budapest Kelenföld,,1899-12-30T20:55:00.000Z,,,,Budapest Kelenföld,HU,CET,47.4652613708704,19.0209763407376,1,,,Budapest,Budapest,,,"44,46 €",,,,54.0,MÁV/ÖBB,Budapest Keleti,1899-12-30T20:40:00.000Z,Stuttgart Hbf,1899-12-30T08:38:00.000Z,EN 50237,0.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T11:58:00.000Z,966,,,Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50237:2,MÁV/ÖBB EN 50237,2,Győr,,1899-12-30T22:02:00.000Z,,,,Győr,HU,CET,47.681986,17.634795,1,,,Győr,Győr,,,"44,46 €",,,,54.0,MÁV/ÖBB,Budapest Keleti,1899-12-30T20:40:00.000Z,Stuttgart Hbf,1899-12-30T08:38:00.000Z,EN 50237,0.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T11:58:00.000Z,966,,,Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50237:3,MÁV/ÖBB EN 50237,3,Wien Hbf,,1899-12-30T23:28:00.000Z,,,,Wien Hbf,AT,CET,48.185101,16.377113,1,,,Wien,Wien,,AT_3.a,"44,46 €",,2393,Wien,54.0,MÁV/ÖBB,Budapest Keleti,1899-12-30T20:40:00.000Z,Stuttgart Hbf,1899-12-30T08:38:00.000Z,EN 50237,0.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T11:58:00.000Z,966,,,Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50237:4,MÁV/ÖBB EN 50237,4,Wien Meidling,,1899-12-30T23:35:00.000Z,,,,Wien Meidling,AT,CET,48.174449,16.333088,1,,,Wien,Wien,,AT_3.a,"44,46 €",,1410,Wien,54.0,MÁV/ÖBB,Budapest Keleti,1899-12-30T20:40:00.000Z,Stuttgart Hbf,1899-12-30T08:38:00.000Z,EN 50237,0.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T11:58:00.000Z,966,,,Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50237:5,MÁV/ÖBB EN 50237,5,St. Pölten Hbf,,1899-12-30T00:01:00.000Z,,,,St. Pölten Hbf,AT,CET,48.208304,15.624672,1,,,St. Pölten,St. Pölten,,AT_3.b,"44,46 €",,1669,Niederösterreich,54.0,MÁV/ÖBB,Budapest Keleti,1899-12-30T20:40:00.000Z,Stuttgart Hbf,1899-12-30T08:38:00.000Z,EN 50237,0.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T11:58:00.000Z,966,,,Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50237:6,MÁV/ÖBB EN 50237,6,Linz Hbf,,1899-12-30T00:59:00.000Z,,,,Linz Hbf,AT,CET,48.290181,14.292131,1,,,Linz,Linz,,AT_3.a,"44,46 €",,1293,Oberösterreich,54.0,MÁV/ÖBB,Budapest Keleti,1899-12-30T20:40:00.000Z,Stuttgart Hbf,1899-12-30T08:38:00.000Z,EN 50237,0.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T11:58:00.000Z,966,,,Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50237:7,MÁV/ÖBB EN 50237,7,Rosenheim,1899-12-30T05:17:00.000Z,,,,,Rosenheim,DE,CET,47.850440439225,12.1195850488845,1,,,Rosenheim,Rosenheim,,DE_2_BEG,"36,53 €",,5348,Bayern,54.0,MÁV/ÖBB,Budapest Keleti,1899-12-30T20:40:00.000Z,Stuttgart Hbf,1899-12-30T08:38:00.000Z,EN 50237,0.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T11:58:00.000Z,966,,,Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50237:8,MÁV/ÖBB EN 50237,8,München Ost,1899-12-30T05:50:00.000Z,,,,,München Ost,DE,CET,48.1275616736443,11.6053894330465,1,,,München,München,,DE_1_BEG,"56,14 €",,4241,Bayern,54.0,MÁV/ÖBB,Budapest Keleti,1899-12-30T20:40:00.000Z,Stuttgart Hbf,1899-12-30T08:38:00.000Z,EN 50237,0.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T11:58:00.000Z,966,,,Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50237:9,MÁV/ÖBB EN 50237,9,Augsburg Hbf,1899-12-30T06:45:00.000Z,,,,,Augsburg Hbf,DE,CET,48.365865612741,10.8862865241648,1,,,,,,DE_2_BEG,"36,53 €",,220,Bayern,54.0,MÁV/ÖBB,Budapest Keleti,1899-12-30T20:40:00.000Z,Stuttgart Hbf,1899-12-30T08:38:00.000Z,EN 50237,0.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T11:58:00.000Z,966,,,Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50237:10,MÁV/ÖBB EN 50237,10,Ulm Hbf,1899-12-30T07:36:00.000Z,,,,,Ulm Hbf,DE,CET,48.3996060464928,9.98359104606528,1,,,Ulm,Ulm,,DE_2_NVBW,"40,77 €",,6323,Baden-Württemberg,54.0,MÁV/ÖBB,Budapest Keleti,1899-12-30T20:40:00.000Z,Stuttgart Hbf,1899-12-30T08:38:00.000Z,EN 50237,0.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T11:58:00.000Z,966,,,Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50237:99,MÁV/ÖBB EN 50237,99,Stuttgart Hbf,1899-12-30T08:38:00.000Z,,,,,Stuttgart Hbf,DE,CET,48.784084,9.181635,1,,,Stuttgart,Stuttgart,,DE_1_NVBW,"64,77 €",,6071,Baden-Württemberg,54.0,MÁV/ÖBB,Budapest Keleti,1899-12-30T20:40:00.000Z,Stuttgart Hbf,1899-12-30T08:38:00.000Z,EN 50237,0.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T11:58:00.000Z,966,,,Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50462:0,MÁV/ÖBB EN 50462,0,Stuttgart Hbf,,1899-12-30T20:29:00.000Z,,,,Stuttgart Hbf,DE,CET,48.784084,9.181635,1,,,Stuttgart,Stuttgart,,DE_1_NVBW,"64,77 €",,6071,Baden-Württemberg,54.0,MÁV/ÖBB,Stuttgart Hbf,1899-12-30T20:29:00.000Z,Budapest Keleti,1899-12-30T09:19:00.000Z,EN 50462,1.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T12:50:00.000Z,966,,,Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50462:1,MÁV/ÖBB EN 50462,1,Ulm Hbf,,1899-12-30T21:53:00.000Z,,,,Ulm Hbf,DE,CET,48.3996060464928,9.98359104606528,1,,,Ulm,Ulm,,DE_2_NVBW,"40,77 €",,6323,Baden-Württemberg,54.0,MÁV/ÖBB,Stuttgart Hbf,1899-12-30T20:29:00.000Z,Budapest Keleti,1899-12-30T09:19:00.000Z,EN 50462,1.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T12:50:00.000Z,966,,,Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50462:2,MÁV/ÖBB EN 50462,2,Augsburg Hbf,,1899-12-30T23:02:00.000Z,,,,Augsburg Hbf,DE,CET,48.365865612741,10.8862865241648,1,,,,,,DE_2_BEG,"36,53 €",,220,Bayern,54.0,MÁV/ÖBB,Stuttgart Hbf,1899-12-30T20:29:00.000Z,Budapest Keleti,1899-12-30T09:19:00.000Z,EN 50462,1.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T12:50:00.000Z,966,,,Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50462:3,MÁV/ÖBB EN 50462,3,München Ost,,1899-12-30T23:54:00.000Z,,,,München Ost,DE,CET,48.1275616736443,11.6053894330465,1,,,München,München,,DE_1_BEG,"56,14 €",,4241,Bayern,54.0,MÁV/ÖBB,Stuttgart Hbf,1899-12-30T20:29:00.000Z,Budapest Keleti,1899-12-30T09:19:00.000Z,EN 50462,1.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T12:50:00.000Z,966,,,Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50462:4,MÁV/ÖBB EN 50462,4,Salzburg Hbf,1899-12-30T01:28:00.000Z,1899-12-30T02:30:00.000Z,,,,Salzburg Hbf,AT,CET,47.813049,13.04582,1,,,Salzburg,Salzburg,,AT_3.a,"44,46 €",,1943,Salzburg,54.0,MÁV/ÖBB,Stuttgart Hbf,1899-12-30T20:29:00.000Z,Budapest Keleti,1899-12-30T09:19:00.000Z,EN 50462,1.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T12:50:00.000Z,966,,,Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50462:5,MÁV/ÖBB EN 50462,5,Linz Hbf,1899-12-30T04:48:00.000Z,,,,,Linz Hbf,AT,CET,48.290181,14.292131,1,,,Linz,Linz,,AT_3.a,"44,46 €",,1293,Oberösterreich,54.0,MÁV/ÖBB,Stuttgart Hbf,1899-12-30T20:29:00.000Z,Budapest Keleti,1899-12-30T09:19:00.000Z,EN 50462,1.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T12:50:00.000Z,966,,,Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
MÁV/ÖBB EN 50462:6,MÁV/ÖBB EN 50462,6,St. Pölten Hbf,1899-12-30T05:58:00.000Z,,,,,St. Pölten Hbf,AT,CET,48.208304,15.624672,1,,,St. Pölten,St. Pölten,,AT_3.b,"44,46 €",,1669,Niederösterreich,54.0,MÁV/ÖBB,Stuttgart Hbf,1899-12-30T20:29:00.000Z,Budapest Keleti,1899-12-30T09:19:00.000Z,EN 50462,1.0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2,1899-12-30T12:50:00.000Z,966,,,Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld,#N/A,MÁV/ÖBB,MÁV,ÖBB,,EN 50237 = EN 50462,Kálman Imre,EN 50237: Budapest Keleti - Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf - Stuttgart Hbf // EN 50462: Stuttgart Hbf - Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld - Budapest Keleti,2,,Y,Budapest,Stuttgart,966,,"seat, couchette, sleeper","DE, AT, HU",https://jegy.mav.hu/,,,
